Id,RandomForest_Prediction,Boosting Prediction,SVM_Prediction
12149,4839430,6782701,4127796
12150,4322659,4997938,3125562
12151,2170980,1496799,2898042
12152,4064823,7508635,4092775
12153,4129779,1715901,3488604
12154,3168052,4491577,2784661
12155,2950623,2522123,3538716
12156,4198347,2993241,4199076
12157,5167038,1884640,5135416
12158,4457696,2672445,4068937
12159,4319064,7442696,4127280
12160,4794562,5281398,4015458
12161,4410241,7221171,4115924
12162,3673133,2807012,4231063
12163,4941775,6132905,4131533
12164,4060241,2333509,3974993
12165,4947372,5274060,4621828
12166,4700468,5969787,4207246
12167,4146751,2473653,4207459
12168,2386170,1808322,2299083
12169,3694247,3874083,3475424
12170,4676972,4597449,3969206
12171,3787180,2118912,4126442
12172,5924470,12248969,5299030
12173,4309333,5207422,4128440
12174,4917268,7509158,4172280
12175,3678308,3249291,4352063
12176,4046932,2331749,4127654
12177,3417650,3090841,3831656
12178,3920204,7043690,3650762
12179,4990193,9735616,5057835
12180,4029902,3337690,3874289
12181,4166088,9934762,4122441
12182,4066734,2932137,4457860
12183,2836070,3015946,4029106
12184,4479693,7665783,3873945
12185,3841563,997989.6,3190736
12186,4564282,6012700,4134897
12187,3871297,2159195,4185761
12188,2813684,1824818,2788352
12189,3071696,3842903,3389180
12190,4101683,5679778,3956368
12191,4873237,2415713,4481037
12192,5149580,4275509,3595103
12193,4450094,2126206,4391977
12194,5034698,12433848,4133466
12195,4533403,2189691,4108534
12196,2836115,2245357,3191222
12197,3851663,3338536,3068624
12198,4370377,2886570,4127502
12199,3945539,3253550,2875972
12200,4516910,3397464,3865029
12201,4259466,3290081,3873446
12202,3652623,1889309,4127651
12203,4384564,3325468,3794652
12204,3829240,3269306,4064903
12205,3937651,6965688,4127574
12206,4130448,4239750,3284446
12207,4485926,3086709,4151066
12208,3415441,2611049,3019168
12209,4287693,2674906,3832005
12210,3384440,3268810,5127617
12211,5302707,3250815,4403835
12212,3603252,3139600,5348823
12213,4491264,6651857,4040691
12214,3078442,4520461,3583916
12215,4119445,4248452,3370416
12216,4314108,5421923,4013007
12217,5454516,37941482,4141662
12218,5027479,5917111,5339942
12219,4097615,2912397,3789376
12220,7139343,6379646,4187124
12221,3461462,3513300,4159820
12222,4917340,8749182,4150757
12223,3659332,1820957,3975388
12224,4888876,4951359,4883657
12225,5173669,8914983,4418232
12226,4462454,10372267,4262993
12227,4020312,9383280,3715580
12228,4119060,3004534,2998590
12229,3595723,3861744,4134899
12230,3434670,4106729,2880404
12231,2891231,2704777,2738551
12232,4789835,2862965,4172146
12233,3538777,11645416,3986924
12234,4303254,5266422,3508914
12235,3527738,5311664,4285617
12236,3150783,2250320,3563699
12237,4526590,5572943,4349766
12238,3627352,4189397,4127645
12239,4478403,2198098,3631267
12240,2311103,1915242,2985988
12241,2355073,1705443,2774183
12242,2912812,3571273,4079438
12243,4051161,10145256,4144889
12244,4674042,7577589,4731096
12245,2578300,1680200,3156762
12246,3220939,4144785,2993841
12247,3810045,2882266,3876085
12248,3616970,2570327,4141064
12249,3727614,4973388,3529999
12250,6098950,1818580,3934324
12251,4666803,3897360,4063150
12252,3984347,3111583,3881144
12253,4606756,1941468,3231692
12254,3465435,3818774,2777359
12255,3574608,4734400,4127288
12256,2782175,1040010,4132050
12257,3066419,2269635,3203058
12258,3882236,4707143,3553375
12259,3740360,5647934,4537699
12260,4421143,2458610,3973000
12261,4755760,9831587,4129893
12262,4111707,7628674,3878918
12263,3067943,2185777,3973107
12264,5497605,11804229,5198946
12265,3645853,2677756,3673987
12266,3482677,4033668,4132309
12267,4878063,13051722,4127782
12268,3247504,4206709,4200059
12269,4461523,8568879,4131017
12270,3539260,6044596,5172058
12271,2263434,1769712,2603505
12272,4045057,5549964,3541220
12273,4404491,3778219,3634810
12274,3190638,2536083,4045407
12275,4766686,6785307,3925477
12276,2562896,2283824,3049440
12277,4671825,5794205,3846414
12278,4401970,2514363,3709510
12279,5310925,7939454,4127058
12280,5188970,4236321,4606879
12281,3243100,3575990,3773788
12282,4348578,3564120,4187055
12283,5192945,4186596,4378786
12284,3113741,2629019,3315086
12285,4176921,3765124,4127632
12286,3305223,3263214,3998116
12287,3189315,2090477,3627205
12288,4149562,1650961,4229942
12289,2229235,1373627,3169317
12290,4676648,2226922,4198662
12291,4412546,11488665,4030745
12292,5038411,5696298,4153278
12293,4456140,2836182,3620841
12294,4366774,4388592,4000481
12295,3622720,3918361,3867181
12296,4219837,7804479,3445882
12297,3798152,1397937,4127646
12298,2994056,3010798,3410290
12299,5349339,8084866,5443992
12300,3663736,3384456,4032895
12301,4960968,8231524,4044352
12302,3232190,4169521,4420227
12303,4407845,5066338,4239170
12304,4397310,15373824,3687115
12305,3932989,1654422,4127688
12306,4517706,4277019,4236236
12307,3944667,7864491,3756804
12308,3444932,1501096,3626455
12309,4599047,12038341,4167352
12310,4540135,8563086,4155202
12311,4064534,4958488,4128087
12312,3716842,1960793,3379529
12313,2043999,1540765,2115666
12314,4332308,4713900,4137061
12315,2899016,1597940,2769721
12316,5188441,3693324,4099172
12317,3720143,2058398,2660609
12318,5079603,4153237,4761261
12319,5333363,4354322,4886604
12320,4537600,1289872,4127653
12321,4307213,2794823,4127650
12322,3990041,4590475,4101271
12323,2600357,1931233,2845258
12324,4113158,5821872,4546781
12325,5531300,6344597,4153669
12326,5526508,4091012,4571122
12327,4774681,2001549,3764824
12328,3365845,4263606,4141540
12329,3962987,3901425,3804171
12330,4943507,3660180,4455404
12331,3879125,4810864,4274892
12332,2086692,1173607,2311269
12333,4125243,7765006,4032525
12334,3133294,3274030,4200824
12335,3881320,2924703,4162777
12336,6780436,8445960,4364391
12337,4003932,3243168,3945766
12338,4762054,6138830,4128751
12339,4557579,2828701,4184609
12340,3668007,1224879,4126237
12341,3955260,6031796,4185076
12342,3086031,990754.1,3000921
12343,3478387,3332945,3928251
12344,3200684,2592630,3963688
12345,4988378,5999718,4531174
12346,4725175,6479568,4399132
12347,3045750,2786818,4240053
12348,5112702,5569456,4127635
12349,4741356,8611561,4151400
12350,2587313,2332226,2910479
12351,4637299,3698302,4533207
12352,5235749,2604215,4137468
12353,4408539,12348142,4128006
12354,3462785,4297856,4551571
12355,4259679,6906103,4106095
12356,3266071,1116615,3222271
12357,2984946,1553078,2943195
12358,4708402,2132426,4810930
12359,5058046,4283663,3987922
12360,4940739,3795040,5300644
12361,4881378,4686738,4257498
12362,3045643,1155022,4210700
12363,3649049,1268524,4149091
12364,3730794,6775525,4163629
12365,3687493,3202259,3182561
12366,4179536,2175932,4117249
12367,4224431,3292402,4096717
12368,3634160,2806011,4290863
12369,4448254,3238022,3990682
12370,5015634,3198506,3673242
12371,4475551,4688257,4127668
12372,3387301,1963896,3058093
12373,4760957,1682598,4128162
12374,3335726,1422925,4118191
12375,2987309,4923008,2712311
12376,4210286,3111285,4269293
12377,3134565,1342033,3467336
12378,3694180,2245519,4135766
12379,3512067,7408976,4132567
12380,4116296,6422720,4095801
12381,2912812,3571273,4079438
12382,4239303,2866021,3321595
12383,5279240,4312867,4127747
12384,4791392,15958489,3727966
12385,3853743,2383926,3863023
12386,2570595,1224252,3999181
12387,2872101,1998681,2700373
12388,2830004,1637840,4337839
12389,5007977,3540889,3860819
12390,4623162,5792434,4279045
12391,2643874,2200550,2916150
12392,4463796,4450889,4127671
12393,4471068,7081589,4133256
12394,5100338,5982230,4625292
12395,4811054,3734132,4552160
12396,4268687,3301220,2799370
12397,4529269,5478439,3841922
12398,3702771,1921160,4123036
12399,3130521,3094128,4049202
12400,3981063,4640671,2955318
12401,5072826,5549360,5186710
12402,4575708,2973971,3887253
12403,3743151,3756523,3363143
12404,4425428,3663248,3965637
12405,4938422,3916443,4127716
12406,4609006,2869528,4142642
12407,4340832,1427780,4127262
12408,3395595,3729975,4127506
12409,3029954,1906647,3809039
12410,2683227,2246648,3546802
12411,4344901,5051863,3777584
12412,5475365,12863262,4945500
12413,4839282,7678336,4149412
12414,4464829,6517335,4013118
12415,3954024,3257994,3985625
12416,4064947,2599205,3816449
12417,3787190,10568205,4185030
12418,3029245,3890078,3537828
12419,4639761,4672482,4127666
12420,4425572,7815125,4156792
12421,4184008,4097633,4120422
12422,3078400,3766677,3803223
12423,4690921,2637141,4629496
12424,5973068,3198749,4127159
12425,4116783,1867693,4104909
12426,3221784,3726999,3152341
12427,3154067,3675704,3544957
12428,4499884,6850507,4088519
12429,4626141,8379699,4133155
12430,4366237,5913501,4128139
12431,5494861,11050865,4181193
12432,3519348,6014777,4135201
12433,4111242,4441249,4038365
12434,3819479,5541998,4535397
12435,3860869,3208737,4180098
12436,2378791,1738062,2440016
12437,3491770,5198119,3150146
12438,4394582,5556300,3750033
12439,4322981,5086042,4273197
12440,2861462,1343113,3488374
12441,4787179,3885052,4127657
12442,3288610,3992661,4121077
12443,3819696,5749179,3795383
12444,4769545,2685727,4123337
12445,2237698,1945005,2781735
12446,3501865,3639800,3842451
12447,4527374,7228084,4598690
12448,3654885,3643154,4061400
12449,2508847,1694115,3301687
12450,4432889,4184001,4134793
12451,3208507,4816523,4146928
12452,4448391,6191160,4009723
12453,2934456,1726938,2971407
12454,4450030,3258298,4144746
12455,4134029,3432271,4142557
12456,4918394,8974837,4303962
12457,3364947,8709835,3751822
12458,5035545,7127432,4257993
12459,3416832,2758800,2979754
12460,4592240,3396554,4126469
12461,4322781,2506622,3775527
12462,2329183,2157030,3482302
12463,5192169,3516554,4456786
12464,3682968,3154788,3999785
12465,3212818,3197460,3883133
12466,4491907,3889320,4158574
12467,4775101,5270430,4138863
12468,3997658,5686849,4112140
12469,4048764,3960992,3752451
12470,3693204,3182866,4126177
12471,2520418,2227639,3654999
12472,5019615,4103976,4081711
12473,4953867,7208971,4145910
12474,3896369,2097093,3093526
12475,4774215,4075152,4684017
12476,4552600,8563398,3447625
12477,4805346,7633121,3939482
12478,3902703,3156332,3933654
12479,3750173,3218508,3263162
12480,3243941,3261799,2794616
12481,4830773,8877778,4362457
12482,4662974,1952227,4861886
12483,4628990,6104701,4162687
12484,3226426,3089636,3660740
12485,4810811,6729164,4051577
12486,4672691,6953047,3907899
12487,3232980,2763100,4927539
12488,3072423,2339518,3197926
12489,4077500,2658831,4250471
12490,4269794,4172367,4083521
12491,3764349,1768197,4121021
12492,5046838,2907453,4239073
12493,4705736,13507748,4415206
12494,4651046,3478334,4673650
12495,4596355,4695197,4386592
12496,4579310,5306699,4531181
12497,4423923,2029561,4121537
12498,2974220,5690590,3968134
12499,3164890,3325566,3086377
12500,2862817,1998967,3064979
12501,3970146,3853413,3810289
12502,3762806,2584804,4106349
12503,3956628,3861091,3732380
12504,3394413,4038094,4085481
12505,3837909,5789415,3863597
12506,5600045,4294800,4867391
12507,3735658,2660131,3883233
12508,4845189,5545105,4132747
12509,4300163,3896826,4285899
12510,2965190,6389516,3176612
12511,2690494,1850987,3696219
12512,4928502,2980726,5016993
12513,4824650,2952500,3812716
12514,4046135,2351135,3788372
12515,3417819,4065299,4111520
12516,2431070,500851.9,3833696
12517,4288407,3089850,4129669
12518,5237436,13847899,4196200
12519,2274115,1402348,2971054
12520,4146443,748771.9,4116367
12521,3267054,2031717,3183464
12522,4981593,5086278,3372850
12523,4404105,2783428,4116364
12524,4055731,2659501,3900234
12525,3931903,5858624,4285907
12526,5185555,2403069,3949185
12527,3076937,1950746,2831912
12528,4147337,1892149,4127691
12529,4401255,4604514,3880828
12530,4775301,3367831,3956340
12531,3229724,4025923,4028080
12532,4278634,2249489,3637297
12533,3377474,3492405,2877039
12534,7178275,3141643,4741686
12535,3293973,1104001,4325668
12536,3075896,2770478,3291464
12537,3279974,2833219,4039385
12538,2680845,1233737,4165227
12539,5153599,8695401,4831341
12540,4670823,5781705,4621710
12541,3763037,2481779,4134857
12542,4102262,4088877,4121769
12543,3371652,3655296,4126963
12544,3834458,1704375,3113395
12545,4368233,4912199,3954220
12546,4039687,4800739,4436788
12547,3799122,1575189,3888232
12548,4548190,8714144,3489047
12549,4399247,1888264,4134953
12550,4876018,5795837,4176909
12551,4026688,1674549,4127716
12552,5549067,4950257,5482247
12553,4269305,5540939,4136891
12554,3361382,6721494,4014626
12555,5139918,2327901,4015554
12556,3241878,2856169,3361321
12557,4082672,3077623,4127650
12558,3021557,1516827,3954360
12559,3765479,3024982,4108459
12560,5316066,2809509,4881845
12561,4445853,5247151,4857520
12562,4947107,3994636,4173879
12563,4582153,1931559,4937092
12564,3492538,1550645,3613068
12565,3581825,3543130,4246198
12566,4541000,1652782,4127967
12567,4452858,4990924,4152523
12568,4027903,4460037,3547179
12569,3592632,1501235,3772692
12570,5801553,4933116,5734758
12571,2826277,2038701,3595517
12572,3966596,4652353,4005566
12573,3659231,1916707,3647112
12574,4142255,3965461,3265610
12575,3594935,3460257,2809980
12576,4686897,5668237,4344327
12577,4227334,9999999,4118629
12578,4265879,2250790,3482485
12579,3706263,2897881,3681452
12580,2809116,2613159,2893476
12581,4092959,12270713,4121593
12582,3859451,1609735,4127659
12583,2829386,4142175,4007526
12584,4532203,8978111,4177942
12585,4948498,5349022,4762732
12586,4002042,3345827,4126010
12587,4441525,6444375,3939550
12588,2246884,2446571,3106648
12589,3934096,5865657,3708358
12590,4919099,5872313,3879929
12591,3596707,2926706,3615440
12592,4125503,6460205,4167237
12593,3366916,2352729,3576829
12594,3858265,2215698,3483523
12595,3986783,7403064,3362417
12596,3860128,1445353,4123042
12597,4378362,4291310,4128380
12598,2799996,1900597,3629288
12599,3925253,5782997,4116621
12600,4363222,2258156,4128008
12601,3742438,6658757,3559842
12602,3618558,4670134,3627998
12603,3733172,4722060,2989298
12604,3742885,3475200,4098063
12605,4834973,9231140,4548689
12606,4194363,4566351,4131239
12607,3777714,3424828,4195449
12608,3609825,2377028,3838519
12609,3854493,2823815,3999957
12610,4471975,2509480,4125262
12611,4334356,3281836,3787674
12612,4007231,11530130,4127211
12613,4098213,2547216,4127686
12614,4344688,4940523,3811009
12615,2789901,2634199,2751774
12616,2781806,2138528,4194281
12617,3797397,1519522,4428845
12618,5714314,4630795,6074410
12619,3989401,3440197,3529356
12620,3526619,7101820,3743371
12621,3904433,3988001,4101133
12622,5020012,4380138,4177463
12623,3832705,1134776,4126356
12624,3793579,2601601,3813672
12625,4308265,8452043,4576150
12626,4737073,2286992,4482764
12627,3335009,1929199,4120457
12628,3595302,4721467,4428809
12629,3084691,2034108,3987014
12630,3517952,5154592,5018789
12631,5412426,1867102,4165041
12632,4753439,5440239,4127650
12633,5437583,4386984,4819289
12634,4288090,6618806,4946954
12635,4403044,4231957,4172011
12636,3813297,3624801,3955968
12637,3749421,8344919,3727159
12638,4494015,3653858,4443768
12639,2757732,2288632,3338581
12640,4484585,4705859,4166512
12641,4479048,7925763,4448776
12642,4225380,5000762,3627748
12643,4597354,6448630,3165097
12644,3076760,3383796,4040261
12645,2691901,2154608,3799308
12646,3162979,2431663,2342171
12647,4389648,2827268,5696367
12648,4394930,3616423,4126121
12649,3114289,2875863,3745838
12650,4591197,4291723,4120843
12651,3131655,2817441,4004429
12652,3284438,2236678,4100656
12653,2834515,2941974,3219210
12654,2799526,2618557,3438651
12655,3994743,3982368,4216527
12656,3170418,3451588,3327044
12657,4390547,5088591,4227806
12658,3733839,4730092,3552797
12659,4622443,4615753,3947679
12660,2919566,2257387,4053674
12661,4065385,3043684,4652235
12662,4161572,4720390,4188749
12663,4483404,3908813,4550298
12664,3059533,2672586,3939736
12665,4643521,4539300,4108011
12666,5446152,7798894,4371558
12667,4658287,2524910,4106033
12668,4563310,3177094,4114655
12669,4793832,11232792,4137486
12670,5556555,11279436,4142650
12671,4715314,13034298,3847141
12672,3459890,2085158,3847169
12673,3114215,3074420,3038315
12674,4634196,7148358,4127033
12675,3364742,2789640,4163536
12676,3902999,3721606,3938077
12677,4019328,2708383,4127823
12678,4834999,4264832,4218458
12679,4307370,3463106,3971880
12680,2929356,2196645,3160052
12681,5769790,3277758,4643474
12682,4648198,4889318,4364170
12683,3570301,2245223,3458438
12684,4546879,12976156,4292775
12685,4339891,8030350,4154102
12686,3527258,1797069,3445252
12687,4685636,5715129,4217301
12688,3891443,2834810,3916629
12689,4567919,2219420,4253950
12690,1998029,2119153,3112257
12691,3955069,2760486,3732829
12692,4502372,5865647,5304982
12693,3679419,2662374,4127636
12694,4532373,3889640,4511046
12695,4873486,6479104,4202083
12696,4248709,3168375,3899002
12697,2663049,2345614,3697150
12698,4085386,3539273,3265568
12699,3820043,2443794,3490192
12700,2124707,1267135,3334772
12701,5453679,9631894,4379239
12702,3356467,2315203,3690877
12703,3899109,2013991,3332501
12704,4595951,7166506,4534432
12705,4164705,2779631,3779250
12706,4109296,2025958,3560583
12707,4822321,3553542,4058640
12708,3812411,2708447,4200336
12709,4038486,3121778,4116156
12710,4326606,8026213,4015988
12711,4474333,2912727,4430598
12712,3819369,2886196,4103876
12713,3911250,3739633,3159160
12714,3830563,4744666,3714945
12715,4341300,5374662,4135223
12716,2803880,1995238,2737732
12717,4392423,2293534,4127691
12718,2657716,1883801,2718440
12719,4232099,5189218,4030806
12720,3540621,3366866,4241067
12721,4816025,4437191,4182948
12722,4663579,8616948,4061685
12723,3734176,2614068,3907143
12724,5749972,8581902,4015054
12725,5039891,5756646,4331336
12726,3538598,3424976,3969327
12727,3359916,2508484,3679314
12728,4936122,4191866,4020083
12729,5000081,3304397,4127221
12730,3539101,9342376,3881127
12731,4637483,2947298,3960528
12732,3912189,2623381,3504106
12733,4112265,3634409,3997149
12734,2931395,1994440,3410119
12735,4747530,1878203,4106681
12736,4694163,1948594,3781458
12737,5314756,5955453,4412786
12738,4697943,7940674,3827250
12739,2399290,3316318,2932271
12740,2749462,2303618,2968488
12741,3706552,1677579,4125572
12742,3734097,2585337,3114015
12743,3984757,2730464,4029763
12744,3057136,2724130,3715983
12745,4089931,3033235,3198394
12746,5845621,10077455,5125808
12747,5022265,4195792,3656239
12748,3176100,3342220,4301421
12749,2823030,4215730,3720896
12750,4107754,3369854,3832456
12751,4953734,3074287,5363807
12752,3166377,2736112,4036810
12753,5145484,6473427,4262621
12754,4702959,2472173,3691368
12755,4498937,2896493,4405334
12756,4996702,3807129,4373950
12757,3699604,1708288,3754679
12758,5157216,5920276,4136168
12759,3621776,5349840,4120064
12760,4112026,4614428,3325298
12761,5381008,4866823,5228067
12762,4836930,2855868,4040454
12763,4016600,4877332,4417013
12764,2469349,2438356,2676827
12765,4642639,11947049,4076017
12766,4310321,6287257,4067365
12767,4747897,9491749,4163740
12768,3260527,2637928,3111798
12769,6822426,4433059,4268476
12770,2620930,1540082,4098725
12771,5147125,4592582,4127657
12772,4306651,4305508,3514169
12773,4833093,8725836,4704532
12774,4415993,3009033,3642121
12775,3990306,8217861,4646929
12776,4500575,3790981,3387715
12777,4630910,6279947,4180256
12778,4269931,6003147,4754323
12779,3027867,2313600,2989940
12780,3865322,6409218,3809771
12781,4012428,2446497,4466565
12782,4216351,3252252,2991824
12783,4605439,13284841,4215032
12784,3807069,2670833,4069022
12785,4737213,4747179,4127650
12786,4787799,2550870,3955140
12787,5236455,4676543,4132010
12788,3977858,2087756,3335905
12789,4206688,3044651,4062250
12790,4174755,4092113,4223788
12791,3860257,2920660,4217572
12792,4668809,3041164,3281697
12793,4538124,8446520,4529530
12794,4414980,5788036,3866126
12795,4135640,1672976,4100829
12796,3610898,3187717,4128783
12797,3663588,2060035,3415066
12798,4468104,5507963,3645122
12799,3809883,4283233,3441051
12800,4119073,1887216,4127628
12801,4439664,2164001,4139736
12802,4942688,5828838,5113206
12803,5056996,10813148,4383288
12804,3605805,4682766,4119236
12805,3647140,4129043,4203579
12806,4844957,7225800,4558273
12807,3426713,3120598,3761561
12808,3299436,5592197,4121150
12809,4682739,6702472,4164397
12810,4092335,2544804,4128993
12811,4344994,6230493,3999271
12812,3612817,2511364,3605496
12813,4827108,7080748,3936296
12814,4516668,8942882,4123625
12815,4428499,6658923,4188567
12816,5033972,3364810,4595472
12817,3824421,5175913,2991393
12818,4292826,2666687,4276173
12819,4819569,6265289,4675393
12820,4278944,5707355,4267827
12821,4380351,7157694,4145918
12822,4571787,6498064,4646758
12823,5033906,2610201,4118279
12824,4418880,4393058,4257993
12825,4577556,4053276,4817558
12826,4725554,2768186,4291629
12827,4509698,7540325,4163418
12828,5190021,4014383,4296689
12829,4199425,4000853,4061424
12830,3614942,4901407,3895143
12831,3575640,6841992,3389137
12832,3596484,1434569,3783107
12833,4981483,2805448,3613200
12834,3720070,2716162,4119364
12835,4688072,3154107,4329007
12836,3447896,2765739,4236196
12837,2934828,4192624,2611828
12838,4515414,6267271,3756059
12839,3897576,2991113,3293611
12840,4028506,5030037,3806552
12841,3694964,1088725,3738519
12842,4093220,4320271,4092030
12843,4687936,6341854,4224409
12844,3353449,812600.2,4127920
12845,3235788,3335686,4467734
12846,4444507,5676950,4277220
12847,4537276,12167035,3560242
12848,3732244,2697097,4109064
12849,4403739,10765200,4223190
12850,4648193,4166729,4348073
12851,4853212,3404674,3750805
12852,3823073,2754636,3172365
12853,5200787,9087782,4128094
12854,3248111,1469623,3172061
12855,4165539,4847580,3659774
12856,7060834,3377417,4105332
12857,4321947,10846330,4148788
12858,5420756,11435434,5112827
12859,3982826,4900596,4189219
12860,2833567,3190659,3731185
12861,3278116,3281821,4127494
12862,4282679,5864290,4151306
12863,4340799,3477876,4423524
12864,5748378,5426324,5150840
12865,4387788,2998230,3741886
12866,3554119,3343027,4119247
12867,4749902,7030414,4211493
12868,4614807,4791405,4193328
12869,4177435,2271241,4127247
12870,3664912,4096315,4468863
12871,4415982,6707199,4148482
12872,3557520,1397436,4092431
12873,5237938,14644517,4415518
12874,4685251,4506990,4371286
12875,4517303,3064687,4097844
12876,3491116,2868472,3970874
12877,3797759,4547005,3575734
12878,3556805,4504551,3471599
12879,5413938,7730383,4384535
12880,2915023,2878242,3745436
12881,3208196,1978842,3891070
12882,2888369,2880173,3541464
12883,5571047,9681656,4344386
12884,2023357,1304518,2228613
12885,4238827,3457875,4132879
12886,5460382,6855285,5607414
12887,3430648,5518456,4171336
12888,5009226,3241336,4096336
12889,4595196,1948321,4015229
12890,6545144,10047251,4536999
12891,5007591,9821280,4127805
12892,2792758,2793613,4093095
12893,4292868,3127736,4214564
12894,3664382,4018686,3880770
12895,2773682,1907281,3231837
12896,3821872,1291623,4127650
12897,3818336,4408054,4104831
12898,4580887,2263347,4413717
12899,5458181,6716179,4505895
12900,3824571,4269284,3479823
12901,4750740,3873993,3610609
12902,4638745,3985467,5040188
12903,3336546,3307261,3151167
12904,2755042,2102496,3384986
12905,4581060,3961483,3876481
12906,3984934,3786783,3594700
12907,3955661,5162323,4078772
12908,3227322,3540139,3820456
12909,3090149,4228895,3931666
12910,3553493,4833849,3620515
12911,3975556,1954401,4449410
12912,3241035,2411210,3492488
12913,3853224,3457193,3678057
12914,3988644,4450550,4169111
12915,3467599,10331152,3621606
12916,3687883,1971941,3029939
12917,4210390,5105329,5213355
12918,4508339,10093575,4873851
12919,3033228,1764744,3758288
12920,4578139,3294623,3796648
12921,3640374,4562008,3781745
12922,5868924,8265805,4129852
12923,4315069,3110372,4127656
12924,4343416,7744793,3880420
12925,3926048,3160907,3239549
12926,5141796,9038306,5878440
12927,4318999,6469286,4005419
12928,3947835,3733547,3871476
12929,3236952,4872539,2775028
12930,3542698,4199707,3409690
12931,3147571,2728259,3651372
12932,3775073,5356379,4135981
12933,3732879,3205181,3834554
12934,3256020,1573276,2923889
12935,3692889,2837202,3732982
12936,4680146,6904391,4121605
12937,3365918,2661952,3552245
12938,3830307,1920454,3414541
12939,3249351,2356002,4124989
12940,4180803,2084088,4065365
12941,3856955,1040528,4127938
12942,4329094,7945560,3926391
12943,3890136,4670268,3840319
12944,4705142,4655423,4127686
12945,5139722,3657050,4145545
12946,4497712,1272484,3647676
12947,5310458,11388855,4133652
12948,4338262,2842554,3064549
12949,4223886,2428758,4106035
12950,4644475,3900543,3816373
12951,4335331,7716661,4096930
12952,3527150,2604835,3583801
12953,4767245,8266154,5192400
12954,4773101,3750896,3977937
12955,3906685,2946491,4193994
12956,4015060,5122092,3697558
12957,4055112,5400754,4291570
12958,3388631,2773832,4112157
12959,3104726,3005739,3697475
12960,4341729,11853981,4253391
12961,4613718,3567278,4001145
12962,4147539,6112545,3141682
12963,4851825,12421856,4070723
12964,3451260,3445051,3148922
12965,4764358,13359875,4128941
12966,4473272,2204543,4127650
12967,3133735,4335980,3302964
12968,6901055,3495788,4280723
12969,3390991,1876365,4127621
12970,3461307,3562294,3802076
12971,3730736,3300961,3088310
12972,4980066,4878218,4783848
12973,4810858,3566759,4114509
12974,2950949,2544326,4047854
12975,4660812,6092881,4309750
12976,3154587,2969070,2823362
12977,4440617,7085336,4372435
12978,5118679,7033403,4658813
12979,3031949,2537566,3505011
12980,5950988,9089065,4863805
12981,3327764,2720047,4281192
12982,2799814,1718150,3273155
12983,4586919,6457688,4007329
12984,4342958,1427114,4274990
12985,4992627,8702978,5606818
12986,3711286,957806.3,3798891
12987,4102350,6043801,4206294
12988,4939659,2700352,4127684
12989,3277215,3781942,2868949
12990,5493320,15675824,4592848
12991,3220386,3947491,3837813
12992,4274284,4838757,4235572
12993,4140965,2072337,4084328
12994,4311681,2246410,3311587
12995,4188919,6358005,3770030
12996,4100507,1651886,3535347
12997,5145634,3904732,4130724
12998,3427303,1941125,4124997
12999,4588702,1308448,4127650
13000,4479665,2856344,4039964
13001,4883930,9425788,4351612
13002,5077876,1751596,4112108
13003,4686923,1485805,4200898
13004,4138324,5896652,4030194
13005,4114586,1205880,4129270
13006,2592796,2449839,2659810
13007,4105124,1890076,2784930
13008,2846140,2734684,2892650
13009,4570307,2992573,4129228
13010,4480445,7649895,4365983
13011,5026785,5731249,4143222
13012,4833713,6054609,3908013
13013,5513860,4600739,4391333
13014,2936716,2753029,3916596
13015,5580117,8365778,4329854
13016,4229238,3163348,4134954
13017,3174357,1531627,3099106
13018,4679590,5589170,4089232
13019,5294727,9451427,4127322
13020,4631071,2517124,4442630
13021,4588712,8906009,4041560
13022,4172539,4420158,4769703
13023,4951932,5577958,3880784
13024,3887936,2227332,4120234
13025,4143777,6978410,4127459
13026,4644081,5118027,4110648
13027,4972559,6050572,4594394
13028,3958815,2633910,3436274
13029,3491382,8167135,2836792
13030,2925608,3908090,2672179
13031,4665634,7544135,4127575
13032,2795571,1574774,3633485
13033,4253538,7002912,3792580
13034,4867733,6166799,3513508
13035,3589918,1093659,3450348
13036,4622012,3043297,4122567
13037,4231416,8033834,4014005
13038,3615111,5411619,4231660
13039,5577433,5431978,6273266
13040,3297351,2986405,3660570
13041,4858892,8582645,4139296
13042,4719154,1017865,4919535
13043,5577586,17219422,4451846
13044,2347732,1153516,3873357
13045,4291626,3125344,3708491
13046,5303165,5758415,4127806
13047,3280613,2503622,3271498
13048,4309444,3043727,4127597
13049,4699658,3143489,4225433
13050,3986324,5841376,4126507
13051,4864814,3578838,4318230
13052,4049025,4689265,4568447
13053,4617855,5510229,4525036
13054,3826824,3154186,3184888
13055,5611639,18392936,4578432
13056,6067228,5608092,5992110
13057,3589410,2968937,3474265
13058,4630432,8208287,4028551
13059,5207875,5686162,4381001
13060,2799224,773660.2,3307392
13061,4899377,7041952,3878587
13062,2918281,3434361,4554291
13063,4219911,4957013,3983428
13064,5652952,6938083,4145105
13065,4134636,2421518,3722999
13066,4566717,10473501,4002069
13067,2405487,2293931,2291571
13068,2865081,2192244,3450305
13069,2019284,1531177,2598605
13070,4026000,2664603,4011657
13071,3422475,4607007,4354947
13072,3712001,1678713,4127357
13073,2344912,2155885,2931821
13074,4365801,2663808,3501773
13075,3373094,2808591,3662347
13076,3830291,1904345,3172542
13077,4429042,5362674,3132944
13078,2919309,4288468,3356669
